UserId,Location,Age
62674,"madison, wisconsin, usa",21.0
65662,"kathmandu, n/a, nepal",18.0
37075,"carmel, california, usa",44.0
6152,"indianapolis, indiana, usa",44.0
21437,"littleton, colorado, usa",
5071,"dover, new hampshire, usa",30.0
11799,"austin, texas, usa",
87246,"coquitlam, british columbia, canada",27.0
68489,"goleta, california, usa",
33215,"landeda, \n/a\"", france""",59.0
2573,"belton, texas, usa",53.0
31966,"clemson, south carolina, usa",22.0
22043,"memphis, tennessee, usa",63.0
194,"petersburg, alaska,",
459,"jerez, cádiz, spain",20.0
58259,"vancouver, british columbia, canada",
42317,"charlottesville, virginia, usa",49.0
74108,"salt lake city, utah, usa",
11693,"hellevoetsluis, zuid holland, netherlands",42.0
60449,"ann arbor, michigan, usa",54.0
49162,"zürich, zürich, switzerland",49.0
63697,"calgary, alberta, canada",
77241,"teaneck, new jersey, usa",
14768,"solingen, nordrhein-westfalen, germany",
77115,"lisle, new york, usa",18.0
78275,"porto, porto, portugal",26.0
12176,"casper, wyoming, usa",
27157,"sydney, new south wales, australia",25.0
7534,"spokane, washington, usa",
52302,"calgary, alberta, canada",37.0
37884,"montreal, quebec, canada",
27742,"new orleans, louisiana, usa",
68044,"manchester, england, united kingdom",
79415,"goolwa, south australia, australia",66.0
73272,"rochester, new york, usa",
63061,"woodbury, new jersey, usa",
15201,"perth, western australia, australia",45.0
54187,"brooklyn, new york, usa",30.0
68599,"tucson, arizona, usa",
43931,"springfield, illinois, usa",51.0
74383,"tucson, ,",45.0
260,"orlando, florida, usa",45.0
55836,"potsdam, new york, usa",
28428,"ketchum, idaho, usa",
78294,"stockton, california, usa",
46611,"philadelphia, pennsylvania, usa",
55256,"chevy chase, maryland, usa",
65121,"westlake village, california, usa",
9537,"orlando, florida, usa",57.0
10949,"spokane, washington, usa",
50008,"san diego, california, usa",31.0
7367,"san francisco, california, usa",45.0
66899,"aldbourne, wiltshire, united kingdom",
28118,"parksville, british columbia, canada",
72797,"alexandria, virginia, usa",45.0
25495,"nashville, indiana, usa",47.0
91426,"colorado springs, colorado, usa",
70273,"aberdeen, scotland, united kingdom",48.0
69370,"seattle, washington, usa",42.0
70446,"stevens point, wisconsin, usa",58.0
7943,"unley, south australia, australia",44.0
86506,"sydney, new south wales, australia",36.0
62194,"ipswich, massachusetts, usa",
84783,"cameron, west virginia, usa",69.0
28514,"vancouver, ,",
62186,"east peoria, illinois, usa",55.0
60554,"shepparton, victoria, australia",32.0
47245,"somerville, massachusetts, usa",27.0
90197,"weston, florida, usa",
87789,"san diego, california, usa",51.0
15059,"milford, michigan, usa",52.0
4578,"berkeley, california, usa",26.0
22601,"pueblo, colorado, usa",
49914,"williamsville, new york, usa",
55808,"aldgate, south australia, australia",52.0
69593,"key colony beach, florida, usa",
11646,"huntingburg, indiana, usa",38.0
14305,"westcliff on sea, england, united kingdom",
72902,"lisbon, new york, portugal",34.0
75917,"corona, california, usa",
27001,"cupertino, california, usa",
49774,"salina, kansas, usa",33.0
16647,"line lexington, pennsylvania, usa",45.0
23571,"wilmington, ohio, usa",56.0
39256,"dortmund, nordrhein-westfalen, germany",25.0
66354,"norwood, north carolina, usa",47.0
66452,"st. thomas, ontario, canada",
69667,"avon, massachusetts, usa",59.0
25762,"kimmell, indiana, usa",61.0
4792,"lima, lima, peru",23.0
82055,"austin, texas, usa",
40763,"orlando, florida, usa",
51455,"grand forks, north dakota, usa",61.0
91621,"raleigh, north carolina, usa",22.0
50412,"roseville, michigan, usa",54.0
151,"newport beach, california, usa",
51686,"washington, dc, dc, usa",
24735,"kansas city, missouri, usa",
8461,"richmond, california, usa",36.0
1052,"middleburg heights, ohio, usa",44.0
37207,"maryville, tennessee, usa",
54084,"jupiter, florida, usa",39.0
20131,"chicago, illinois, usa",
50035,"suffolk, virginia, usa",47.0
20837,"nemacolin, pennsylvania, usa",33.0
47392,"portland, oregon, usa",21.0
5532,"brooklyn, michigan, usa",77.0
82161,"northamptonshire, england, united kingdom",53.0
16120,"auckland, auckland, new zealand",
9806,"toronto, ontario, canada",52.0
37874,"union, washington, usa",
34708,"kingston, ontario, canada",22.0
61616,"orlando, florida, usa",22.0
38353,"atlanta, georgia, usa",25.0
98,"london, n/a, united kingdom",
34058,"mannheim, baden-württemberg, germany",
4367,"portland, oregon, usa",13.0
5402,"toronto, ontario, canada",36.0
49296,"dayton, ohio, usa",64.0
28345,"stockholm, stockholm, sweden",51.0
60087,"toronto, ,",40.0
55402,"asheville, north carolina, usa",
73918,"bayamon, puerto rico, usa",74.0
88592,"nebraska city, nebraska, usa",
6820,"stuttgart, baden-württemberg, germany",
3535,"münchen, bavaria, germany",
25293,"johannesburg, gauteng, south africa",50.0
21024,"linda-a-velha, lisboa, portugal",32.0
37099,"christchurch, n/a, new zealand",
86860,"rochester, indiana, usa",47.0
57869,"north fort myers, florida, usa",
56706,"jacksonville, north carolina, usa",
57709,"fremont, california, usa",
60047,"beer sheva, n/a, israel",29.0
26740,"sao paulo, sao paulo, brazil",30.0
33366,"nanuet, new york, usa",
30116,"shaker heights, ohio, usa",
71057,"calgary, alberta, canada",
37966,"ormond beach, florida, usa",64.0
87166,"overland park, kansas, usa",63.0
12387,"watertown, new york, usa",31.0
58012,"devonport, tasmania, australia",
38533,"orland park, illinois, usa",30.0
56416,"middleburg, florida, usa",
77130,"ft lee, new jersey, usa",
26319,"wellington, florida, usa",18.0
23993,"humble, texas, usa",55.0
70901,"hannover, niedersachsen, germany",18.0
24689,"kent, washington, usa",44.0
29539,"richmond hill, georgia, usa",
59200,"tiburon, california, usa",53.0
2916,"rock hill, south carolina, usa",55.0
87282,"grenoble, rhones alpes, france",21.0
74455,"vancouver, british columbia,",
85955,"hayden, idaho, usa",
63098,"denver, colorado, usa",35.0
3129,"derby, england, united kingdom",30.0
74642,"balk, fryslan, netherlands",20.0
5923,"homburg, saarland, germany",
25702,"hudson, ohio, usa",19.0
23969,"woodland park, colorado, usa",46.0
77182,"mesa, arizona, usa",
24402,"uniontown, ohio, usa",52.0
45334,"nottingham, england, united kingdom",
27348,"oslo, oslo, norway",42.0
68238,"durham, north carolina, usa",
63427,"silver spring, maryland, usa",
13997,"la quinta, california, usa",
71677,"south bend, washington, usa",61.0
2777,"halifax, nova scotia, canada",45.0
40609,"burlington, iowa, usa",
31900,"portales, new mexico, usa",
58975,"castricum, noord-holland, netherlands",50.0
88997,"toronto, ontario, canada",20.0
22243,"frankfurt/ main, hessen, germany",
49204,"inverness, florida, usa",59.0
43413,"muskegon, michigan, usa",26.0
11560,"grove city, pennsylvania, usa",
22789,"wyomissing, pennsylvania, usa",50.0
52710,"kelowna, british columbia, canada",
5122,"kleinmachnow, brandenburg, germany",20.0
48007,"frankfurt, hessen, germany",31.0
29113,"mayville, michigan, usa",
45394,"bristol, vermont, usa",32.0
52562,"new york, new york, usa",
39722,"plantation, florida, usa",56.0
55373,"edmonton, alberta, canada",
30716,"lostine, oregon, usa",50.0
44006,"aberdeen, scotland, united kingdom",47.0
74663,"barcelona, barcelona, spain",67.0
22754,"bern, n/a, switzerland",
29983,"chatsworth, california, usa",17.0
34071,"portland, oregon, usa",
29933,"simcoe, ontario, canada",26.0
81157,"chemnitz, sachsen, germany",21.0
76489,"helsinki, n/a,",29.0
42494,"sugar land, texas, usa",55.0
87451,"west chester, pennsylvania, usa",52.0
79654,"marlboro, new jersey, usa",54.0
39587,"fresno, california, usa",
1835,"san mateo, california, usa",
78164,"houston, texas, usa",
54743,"chicago, illinois, usa",
73606,"clyde, central otago, new zealand",
82749,"houston, texas, usa",
45510,"portland, oregon, usa",
53050,"deventer, overijssel,",40.0
18233,"ropraz, vaud, switzerland",
4280,"solana beach, california, usa",
55205,"bartlett, illinois, usa",53.0
32488,"fort saskatchewan, alberta, canada",63.0
39845,"waterloo, ontario, canada",32.0
91775,"hillsdale, new york, usa",50.0
88959,"sabine pass, texas, usa",38.0
55338,"n/a, n/a, new zealand",46.0
11794,"norwich, england, united kingdom",30.0
63708,"madrid, madrid, spain",16.0
7230,"herndon, virginia, usa",29.0
60059,"barcelona, n/a, spain",35.0
85782,"reading, england, united kingdom",24.0
5650,"flintshire, wales, united kingdom",25.0
81073,"north merrick, new york, usa",
1145,"new palestine, indiana, usa",51.0
20627,"sauquoit, new york, usa",
74775,"los angeles, california, usa",50.0
48241,"forest park, illinois,",21.0
88113,"austin, texas, usa",
69529,"portland, oregon, usa",19.0
86055,"pittsboro, north carolina, usa",41.0
26154,"boston, massachusetts, usa",
83786,"dublin, leinster, ireland",14.0
28860,"tuebingen, baden-wuerttemberg, germany",35.0
25209,"madrid, madrid, spain",
14732,"pekin, illinois, usa",61.0
53167,"salt lake city, utah,",34.0
36452,"valley view, texas, usa",49.0
76843,"omaha, nebraska, usa",42.0
36925,"st. petersburg, florida, usa",25.0
27275,"waterloo, ontario, canada",
21667,"vancouver, british columbia, canada",29.0
12496,"gold coast, queensland, australia",23.0
43145,"hamilton, hamilton, new zealand",14.0
41103,"mannford, oklahoma, usa",23.0
59937,"hamburg, hamburg, germany",27.0
23531,"albuquerque, new mexico, usa",30.0
13094,"halifax, nova scotia, canada",19.0
9602,"burlington, ontario, canada",25.0
46129,"dearborn heights, michigan, usa",
27995,"madrid, madrid, spain",44.0
1585,"frederiksberg, copenhagen, denmark",
29279,"seaorth, new south wales, australia",
37632,"seattle, washington, usa",24.0
71853,"wilmette, illinois, usa",70.0
8731,"desoto, missouri, usa",31.0
47371,"goslar-jürgenohl, , germany",
78527,"york, pennsylvania, usa",29.0
85365,"boppard, rheinland-pfalz, germany",42.0
77700,"kuala lumpur, n/a, malaysia",
59672,"winter park, florida, usa",38.0
38518,"barren springs, virginia, usa",43.0
47235,"seattle, washington, usa",
61870,"guelph, ,",
29583,"dublin, n/a, ireland",
48437,"rock hill, south carolina, usa",
51086,"highland mills, new york, usa",
91587,"fulham, london, united kingdom",20.0
12461,"lakewood, washington, usa",17.0
57375,"oceanside, california, usa",
67165,"belleville, illinois, usa",
45411,"albuquerque, new mexico, usa",23.0
30411,"bangalore, karnataka, india",
53443,"orange county, california, usa",
52280,"braunschweig, lower saxony, germany",33.0
47389,"eden, wisconsin, usa",43.0
60204,"chesapeake, virginia, usa",
68611,"helsinki, uusimaa, finland",27.0
12256,"san francisco, california, usa",
75519,"altoona, pennsylvania, usa",
4499,"san diego, california, usa",38.0
13602,"st. mary`s, georgia, usa",
44183,"seattle, washington, usa",
31996,"santa barbara, california, usa",
67158,"tucson, arizona, usa",25.0
85612,"nahant, massachusetts, usa",
91604,"white bear lake, minnesota, usa",
58327,"spencer, indiana, usa",35.0
42507,"brooklyn park, minnesota, usa",
40554,"akron, ohio, usa",29.0
68590,"denver, ,",
29266,"poughkeepsie, new york, usa",
19183,"portland, oregon, usa",34.0
74311,"shelton, connecticut, usa",35.0
76645,"pensacola, florida, usa",
39758,"calgary, alberta, canada",33.0
59991,"havertown, pennsylvania, usa",65.0
79772,"coquitlam, british columbia, canada",25.0
5176,"jay, maine, usa",
15500,"escondido, california, usa",34.0
358,"delhi, ontario, canada",
64219,"fremont, california, usa",
58623,"sanford, florida, usa",
91501,"ripley, durham, united kingdom",33.0
38946,"toronto, ontario, canada",31.0
71269,"portland, oregon, usa",
82014,"round hill, virginia, usa",
87393,"san francisco, california, usa",27.0
24728,"moore, oklahoma, usa",
65648,"hillsboro, oregon, usa",33.0
64104,"toronto, ontario, canada",20.0
18390,"piedmont, california, usa",
51142,"lewisville, texas, usa",35.0
64414,"chicago, illinois, usa",33.0
46445,"hanover, massachusetts, usa",
31841,"granada hills, california, usa",21.0
74853,"birmingham, alabama, usa",
45381,"rotherham, england, united kingdom",18.0
34693,"olympia, washington, usa",
79749,"webster, florida, usa",18.0
64417,"ashburn, virginia, usa",30.0
52146,"shreveport, louisiana, usa",31.0
83100,"howell, michigan, usa",31.0
17272,"st. paul, minnesota, usa",27.0
30331,"greenville, ,",36.0
3563,"mannhiem, germany, germany",24.0
71263,"madrid, yukon territory, spain",33.0
69915,"union, kentucky, usa",72.0
66325,"jasper, georgia, usa",
89629,"calgary, alberta, canada",42.0
28122,"selma, california, usa",
59427,"basel, basel, switzerland",
66841,"santa clara, california, usa",
65568,"maple ridge, british  columbia, canada",
32599,"perth, western australia, australia",25.0
71918,"croydon, pennsylvania, usa",44.0
66757,"san diego, california, usa",23.0
74305,"st. paul, ,",
90956,"honolulu, hawaii, usa",
53220,"tucson, arizona, usa",
10924,"wyoming, michigan, usa",
23291,"saint albans, new york, usa",26.0
76330,"richmond hill, ontario, canada",29.0
80697,"newark, california, canada",
13768,"columbia, south carolina, usa",20.0
8110,"johnstown, pennsylvania, usa",39.0
33292,"omaha, nebraska, usa",38.0
5094,"newark, new york, usa",24.0
10340,"saint  charles, missouri, usa",50.0
65179,"boston, massachusetts, usa",24.0
83604,"midland, michigan, usa",33.0
61522,"columbus, ohio, usa",34.0
42283,"dundas, minnesota, usa",43.0
7765,"olympia, washington, usa",48.0
83541,"atlanta, georgia,",
49917,"ballwin, missouri, usa",
72776,"kernersville, north carolina, usa",44.0
80244,"seattle, washington, usa",
56184,"delmar, new york, usa",47.0
60568,"shelton, connecticut, usa",
79696,"old saybrook, connecticut, usa",37.0
1020,"keaau,, ,",53.0
25362,"loveland, colorado, usa",
37607,"phoenix, arizona, usa",41.0
90151,"toronto, ontario, canada",
35416,"charlotte, north carolina, usa",61.0
16768,"haliburton, ontario, canada",41.0
91650,"ashland, virginia, usa",
13063,"redding, california, usa",
25095,"rochester, new york, usa",49.0
42374,", ,",39.0
26062,"toledo, ohio, usa",
51261,"betanzos, la coruña, spain",27.0
14500,"madrid, madrid, spain",26.0
65298,"san francisco, california, usa",1.0
49119,"burlington, north carolina, usa",
24811,"singapore, north, singapore",
59883,"madrid, madrid, spain",28.0
64272,"vancouver, british columbia, canada",37.0
87075,"melbourne, victoria, australia",15.0
52016,"gettysburg, pennsylvania, usa",
78079,"ottawa, ontario, canada",59.0
47462,"brisbane, queensland, australia",49.0
13601,"east burke, vermont, usa",36.0
86103,"athens, alabama, usa",53.0
34958,"albany, oregon, usa",
2541,"paramus, nj, usa",48.0
60983,"oakland, california, usa",30.0
69709,"jacksonville, florida, usa",
72152,"jacksonville, north carolina, usa",55.0
33274,"minneapolis, minnesota, usa",34.0
60434,"preston, england, united kingdom",36.0
24080,"jacksonville, florida, usa",
48888,"jacksonville, florida, usa",
61385,"ragley, louisiana, usa",26.0
66590,"austin, texas, usa",22.0
19818,"toronto, ontario, canada",27.0
10001,"marietta, georgia, usa",
62959,"auburn, alabama, usa",
67419,"south bend, indiana, usa",53.0
18358,"piscataway, new jersey, usa",27.0
65839,"belper, england, united kingdom",41.0
80604,"perth, western australia, australia",
81014,"germantown, maryland, usa",17.0
9126,"kansas city, ,",
63403,"brisbane, queensland, australia",
49960,"auckland, n/a, new zealand",19.0
25065,"dublin, dublin, ireland",
51458,"orlando, ,",
87786,"north vancouver, british columbia, canada",
32590,"ourimbah, new south wales, australia",51.0
39417,"seattle, washington, usa",
25365,"madison, wisconsin, usa",43.0
6985,"pacifica, california, usa",
53765,"normal, illinois, usa",47.0
62797,"eighty four, pennsylvania, usa",49.0
48978,"wirral, england, united kingdom",
11686,"mainz, rheinland-pfalz, germany",56.0
21873,"ottawa, ontario, canada",27.0
75094,"charleston, west virginia, usa",
15489,"labelle, florida, usa",52.0
49427,"winnipeg, manitoba, canada",
22907,"richfield, , usa",
64614,"stilwell, kansas, usa",
30937,"laubusch, sachsen, germany",27.0
18009,"barcelona, catalonia, spain",51.0
80326,"winnipeg, manitoba, canada",45.0
60987,"los angeles, california, usa",
35357,"overland park, kansas, usa",
54251,"sydney, new south wales, australia",22.0
27371,"pendleton, new york, usa",
63651,"birmingham, west midlands, united kingdom",52.0
34437,"valley view, pennsylvania, usa",45.0
13724,"royse city, texas, usa",29.0
69989,"dallas, texas, usa",37.0
27242,"edinburgh, scotland, united kingdom",31.0
6290,"manchester, michigan, usa",
24008,"burbank, california, usa",26.0
84399,"boston, massachusetts, usa",
66204,"aurora, ,",31.0
49652,"perth, western australia, australia",57.0
69820,"little river, california, usa",75.0
83593,"edmonton, alberta, canada",29.0
27769,"salzburg, austria, austria",31.0
21298,"north plains, oregon, usa",
37132,"holly springs, ,",
49131,"delray beach, florida, usa",
45807,"prince george, british columbia, canada",62.0
56498,"lantana, florida, usa",
68518,"vancouver, ,",
38892,"toronto, ontario, canada",
62324,"stopsley, united kingdom, united kingdom",32.0
14362,"new orleans, louisiana, usa",
67559,"hays, kansas, usa",
48054,"utrecht, utrecht,",
66146,"slippery rock, pennsylvania, usa",46.0
73737,"haigerloch, baden-wuerttemberg, germany",21.0
22523,"minneapolis, minnesota, usa",
22145,"taneytown, maryland, usa",
2605,"westerville, ohio, usa",17.0
73280,"bethlehen, pennsylvania, usa",49.0
76069,"corinth, vermont, usa",49.0
67337,"cairo, giza governerate, egypt",60.0
34441,"edmonton, alberta, canada",24.0
17621,"nevada, iowa, usa",22.0
26615,"hood river, oregon, usa",32.0
8780,"state college, pennsylvania, usa",
70695,"highland, california, usa",10.0
14391,"homer glen, illinois, usa",41.0
37021,"reno, nevada, usa",47.0
56954,"london, greater london, united kingdom",34.0
79292,"stevenspoint, wisconsin, usa",57.0
31047,"whitehorse, yukon territory, canada",
40486,"austin, texas, usa",48.0
76874,"dallas, texas, usa",26.0
34068,"tregear, new south wales, australia",48.0
48835,"eschweiler, nordrhein-westfalen, germany",
3062,"bellerose, new york, usa",28.0
79809,"gorham, maine, usa",
17361,"honolulu, hawaii, usa",
62272,"atlanta, georgia, usa",
9359,"borås, n/a,",
10242,"elliminyt, victoria, australia",79.0
21530,"stockport, cheshire, england",42.0
25930,"penfield, pennsylvania, usa",45.0
43033,"duluth, minnesota, usa",63.0
26307,"geneva, geneva, switzerland",44.0
39246,"woodcliff lake, new jersey, usa",
71647,"grand rapids, michigan, usa",
35213,"ottawa, ontario, canada",
90649,"tallahassee, florida, usa",
21359,"lacey, washington, usa",50.0
91553,"san francisco, california, usa",
16593,"manila, n/a, philippines",20.0
77767,"oklahoma city, oklahoma, usa",
69437,"washington, dc, usa",59.0
37769,"reno, nevada, usa",40.0
49935,"laconner, washington, usa",
33628,"santa maria, california, usa",
34135,"bronx, new york, usa",29.0
40951,"west new york, new jersey, usa",35.0
46259,"seattle, washington, usa",
36519,"ithaca, new york, usa",
27276,"milford, new hampshire, usa",
51406,"sj, selangor, malaysia",22.0
7311,"charlotte, north carolina, usa",42.0
86600,"london, england, united kingdom",23.0
69523,"singapore, n/a, singapore",31.0
52214,"crieff, scotland, united kingdom",47.0
65955,"tallahassee, florida, usa",33.0
88878,"gilbert, arizona, usa",57.0
28333,"denver, colorado, usa",
13777,"judsonia, arkansas, usa",
39902,"orlando, florida, usa",61.0
84204,"monterey, california, usa",
45972,"fairview, oregon, usa",36.0
38947,"tucson, arizona, usa",
8676,"winter springs, florida, usa",59.0
62477,"collingswood, new jersey, usa",52.0
13679,"califon, new jersey, usa",53.0
25894,"nyc, new york, usa",16.0
76227,"bielefeld, nordrhein-westfalen, germany",39.0
54293,"fresno, california, usa",
61097,"fresno, california, usa",46.0
882,"bay village, ,",15.0
82504,"parrish, florida, usa",49.0
75836,"welland, ontario, canada",
83281,"san diego, ,",
86899,"glasgow, strathclyde, scotland",
55275,"ottawa, ,",
60343,"denver, colorado, usa",51.0
1016,"clarendon hills, illinois, usa",20.0
49000,"southfield, michigan, usa",27.0
29394,"geneva, florida, usa",19.0
5590,"fort langley, british columbia, canada",
36253,"ogdensburg, new jersey, usa",43.0
79957,"setubal, n/a, portugal",26.0
16184,"oakley, california, usa",
45929,"beijing, beijing, china",35.0
50023,"maple ridge, british columbia, canada",
31229,"piscataway, new jersey, usa",
88933,"calgary, alberta, canada",15.0
1211,"sacramento, california, usa",
39206,"pittsburgh, pennsylvania, usa",18.0
80445,"oakland, california, usa",
53538,"kutztown, pennsylvania, usa",
35360,"saint louis, missouri, usa",
2325,"istanbul, n/a,",32.0
86577,"norfolk, virginia, usa",
78609,"kingston, ontario, canada",
89021,"kitchener, ontario, canada",18.0
8036,"bologna, emilia romagna, italy",48.0
11311,"stanton, california, usa",
84485,"winnipeg, manitoba, canada",30.0
84326,"plymouth, massachusetts, usa",26.0
87571,"st. paul, minnesota, usa",23.0
47513,"bloomfield, new mexico, usa",45.0
60492,"plymouth, minnesota, usa",55.0
55069,"norcross, georgia, usa",
2558,"castro valley, california, usa",
54309,"milford, new hampshire, usa",
6748,"hendersonville, north carolina, usa",32.0
78684,"alameda, california, usa",
41138,"nashville, tennessee, usa",
78450,"horseshoe bay, texas, usa",55.0
58463,"glen allen, virginia, usa",37.0
74713,"bloomfield, connecticut, usa",15.0
79417,"raleigh, north carolina, usa",29.0
82794,"anchorage, alaska, usa",
90428,"wichita, kansas, usa",34.0
72928,"austin, texas, usa",34.0
48542,"valladolid, castilla y leon, spain",38.0
34699,"university place, washington, usa",
33154,"cedar rapids, iowa, usa",
70613,"westfield, new jersey, usa",
85799,"burlington, massachusetts, usa",11.0
6742,"blacklick, ohio, usa",
89330,"ringwood, oklahoma, usa",51.0
23922,"grand prairie, texas, usa",
82094,"san diego, california, usa",
67679,"davenport, iowa, usa",31.0
89262,"round rock, texas, usa",33.0
23393,"kalamazoo, michigan, usa",59.0
78952,"omaha, nebraska, usa",46.0
22658,"richmond, texas, usa",53.0
61904,"fairbanks, alaska,",
33796,"fond du lac, wisconsin, usa",55.0
66879,"christchurch, canterbury, new zealand",15.0
58053,"jackson, mississippi, usa",51.0
81696,"hamilton, ontario, canada",33.0
34651,"hillsboro, oregon, usa",60.0
28264,"hilliard, florida, usa",
91378,"westminster, maryland, usa",
72421,"binghamton, new york, usa",62.0
23769,"portland, oregon, usa",68.0
60541,"hartford, ,",37.0
89395,"seattle, washington, usa",
64475,"ginot shomron, n/a, israel",52.0
40944,"paris, n/a, france",50.0
87716,"mill valley, california, usa",37.0
62602,"silver spring, maryland, usa",38.0
76414,"granville, ohio, usa",
68452,"dallas, texas, usa",
18247,"boulder, colorado, usa",
73081,"takoma park, maryland, usa",
1960,"greensboro, north carolina, usa",
86012,"vienna, virginia, usa",
18208,"coupeville, washington, usa",20.0
61815,"vancouver, british columbia, canada",25.0
53510,"san antonio, texas, usa",41.0
54331,"vancouver, british columbia, canada",65.0
56659,"los angeles, california, usa",
77308,"san francisco, california, usa",
58564,"goettingen, niedersachsen, germany",22.0
6785,"sunnyvale, california, usa",
75082,"cedar falls, ,",22.0
52157,"san jose, california, usa",
38177,"bolingbrook, illinois, usa",58.0
6961,"brainerd, minnesota, usa",
28507,"olympia, washington, usa",33.0
84138,"marysville, washington, usa",64.0
85078,"somers, connecticut, usa",
57094,"forty fort, pennsylvania, usa",
36846,"imperial, pennsylvania, usa",
53838,"weymouth, massachusetts, usa",
13453,"tampa, florida, usa",
75855,"düsseldorf, nordrhein-westfalen, germany",22.0
66021,"meridian, mississippi, usa",35.0
49524,"ft.stewart, georgia, usa",
34119,"dos palos, california, usa",
3900,"kansas city, ,",30.0
75262,"san jose, california, usa",
14326,"phoenix, arizona, usa",36.0
74647,"tacoma, washington, usa",
10118,"richmond, ,",
83041,"naples, hawaii, usa",75.0
21377,"peoria, arizona, usa",53.0
3185,"macon, georgia, usa",55.0
16307,"dumfries, virginia, usa",
5441,"maple grove, minnesota, usa",43.0
42128,"corona, california, usa",57.0
21213,"london, n/a, united kingdom",27.0
55632,"brooklyn, new york, usa",
6133,"york, ,",90.0
59748,"marina del rey, california, usa",
3253,"mackay, queensland, australia",49.0
17619,"salt lake city, utah, usa",27.0
79173,"richmond, indiana, usa",47.0
45093,"fairview, tennessee, usa",
80417,"shadow hills, california, usa",
38031,"louisville, mississippi, usa",33.0
79424,"berkeley, california, usa",
49520,"flower mound, texas, usa",36.0
37159,"virginia beach, virginia, usa",61.0
75254,"brazoria, texas, usa",35.0
60345,"atl, georgia, usa",
72299,"jefferson city, missouri, usa",
13140,"flushing, new york, usa",
44094,"eastbourne, east sussex, united kingdom",51.0
34599,"san jose, california, usa",28.0
91703,"bromley, england, united kingdom",34.0
32606,"princeton, new jersey, usa",
8965,"princeton, new jersey, usa",
48296,"boulder, colorado, usa",32.0
68219,"seattle, washington, usa",
60513,"south berwick, ,",
5819,"barakaldo, bizkaia, spain",47.0
89671,"vancouver, washington, usa",72.0
72632,"sackville, new brunswick, canada",23.0
11175,"bothell, washington, usa",58.0
21673,"alameda, california, usa",52.0
77333,"covington, louisiana, usa",
79768,"new port richey, florida, usa",17.0
76475,"chapel hill, north carolina, usa",
13458,"syracuse, new york, usa",
86486,"houston, texas, usa",
37946,"conyers, georgia, usa",43.0
20363,"sf, california, usa",21.0
53756,"oneonta, new york, usa",
2024,"new york, new york, usa",
78108,"glen mills, pennsylvania, usa",
86287,"jaffrey, new hampshire, usa",
44563,"kitchener, ontario, canada",
30032,"hackettstown, new jersey, usa",28.0
54846,"powhatan, virginia, usa",43.0
77743,"lutz, florida, usa",47.0
67514,"bournemouth, dorset, united kingdom",51.0
17613,"thomaston, connecticut, usa",30.0
54432,"mounds view, minnesota, usa",
59241,"stockton, california, usa",50.0
1913,"lisboa, lisboa, portugal",25.0
22682,"evanston, illinois, usa",25.0
52291,"sylvania, ohio, usa",
56406,"mem martins, sintra, portugal",
72653,"vertou, pays de la loire, france",38.0
44469,"north judson, indiana, usa",23.0
32484,"lake elsinore, california, usa",24.0
36016,"orenhofen, rheinland-pfalz, germany",
60613,"montross, virginia, usa",50.0
17924,"chicago, illinois, usa",45.0
35073,"los angeles, california, usa",
12357,"yuba city, ca, usa",38.0
31919,"northville, michigan, usa",47.0
26418,"chico, ca, usa",
15064,"bloomington, indiana, usa",
44988,"bakersfield, california, usa",23.0
27635,"henderson, nevada, usa",51.0
26466,"ottawa, ontario, canada",61.0
28687,"eagle lake, minnesota, usa",62.0
79213,"perkasie, pennsylvania, usa",44.0
21722,"painted post, new york, usa",
59287,"tallahassee, florida, usa",
46607,"calgary, alberta, canada",40.0
87894,"charlottesville, virginia, usa",48.0
81324,"langton, ontario, canada",
46252,"franklin, virginia, usa",37.0
8389,"auburn, alabama, usa",
38718,"santa cruz de aragua, aragua, venezuela",33.0
82688,"west chester, pennsylvania, usa",53.0
88624,"mountlake terrace, washington, usa",61.0
67284,"bethpage, new york, usa",17.0
68742,"delft, zuid-holland, netherlands",30.0
22913,"st. davids, ontario, canada",67.0
12672,"chicago, illinois, usa",28.0
72688,"london, london, united kingdom",
41472,"santa clara, california, usa",44.0
74082,"columbia, maryland, usa",47.0
58589,"nebraska city, nebraska, usa",
66598,"bedford hills, new york, usa",
1575,"fairfax, virginia, usa",
69273,"northpole, alaska, usa",
7408,"huntertown, ,",
58128,"muncie, indiana, usa",21.0
33257,"celina, tennessee, usa",16.0
85614,"sugar land, texas, usa",
35257,"chapel hill, ,",
16449,"somerville, massachusetts,",
9546,"beloit, wisconsin, usa",28.0
48547,"sherman oaks, california, usa",46.0
40239,"lander, wyoming, usa",
25297,"wien, wien, austria",28.0
60906,"syracuse, new york, usa",
24055,"toronto, ontario, canada",
59612,"calgary, alberta, canada",
65628,"encinitas, california, usa",68.0
34584,"edinburgh, scotland, united kingdom",35.0
51665,"malvern, pennsylvania, usa",49.0
55352,"lincoln, nebraska, usa",41.0
43599,"chicago, illinois, usa",47.0
89019,"san francisco, california, usa",32.0
72168,"nashua, new hampshire, usa",45.0
6636,"mobile,al, alabama, usa",
6064,"bratenahl, ohio, usa",49.0
31293,"richmond, virginia, usa",
87772,"arlington, texas, usa",
18985,"boca raton, florida, usa",
44885,"cedar rapids, iowa, usa",
83904,"munich, baveria, germany",
20279,"sumter, south carolina, usa",
41926,"providence, rhode island, usa",
8950,"charlotte, north carolina, usa",
